Title-Code,Title Name,Hindi Title,Register Serial No,Regn No.,Owner Name,State,Publication City/District,Periodity
APTEL05974,ELURU TIMES,nan,32110.0,32110/ 73,MULAKALA DEVENDRA RAO,AP,WEST GODAVARI,D
APTEL14650,DWARAKA TIRUMALA TIMES,द्धारका तिरुमला टाइम्स,137160.0,APTEL/2015/64605,VATTIKUTI V.V.S.SWAMY,AP,WEST GODAVARI,F
APTEL08487,ZILLA TIMES,थ्žक्žश्र,90957.0,APTEL/2004/18400,NIMMALA VENKATA RAMARAO,AP,WEST GODAVARI,W
APTEL14195,TARANGINI TIMES,nan,142148.0,APTEL/2015/69593,KETA SATYANARAYANA,AP,WEST GODAVARI,W
APTEL01819,PALACOLE TIMES,nan,37859.0,37859/ 83,PEDDADA HARA GOPALARAJU,AP,WEST GODAVARI,W
APTEL07423,VASISTA TIMES,nan,80244.0,APTEL/2002/07687,MANTENA LAKSHMI,AP,WEST GODAVERI/ ELURU,D
APTEL03848,STATE TIMES,nan,45078.0,45078/ 90,MULAKALA VISWA GINGADHARAN,AP,WEST GODAVERI/ ELURU,D
APTEL05506,TADEPALLIGUDEM TIMES,nan,68434.0,68434/ 97,KOTA VENKATESWARARAO,AP,WEST GODAVERI/ ELURU,W
APTEL15724,PRODDATUR TIMES,nan,,nan,KONETI NARENDRA BABU,AP,YSR/ KADAPA,M
APTEL15830,KADAPA TIMES,nan,153884.0,APTEL/2021/81329,VADDEYRAJU VIJAY KUMAR,AP,YSR/ KADAPA,M
ARPENG00032,NORTHEAST TIMES,nan,84466.0,ARPENG/2003/11909,G.L.PUBLICATIONS LTD,ARP,ITANAGAR,D
ARPENG00058,THE ROING TIMES,दि रोइंग टाइम्स,100074.0,ARPENG/2008/27517,SOCIETY FOR UPLIFTMENT OF ROING (SUR),ARP,LOWER DIBANG VALLEY,W
ARPENG00063,THE ITANAGAR TIMES,दि ईटानगर टाइम्स,106346.0,ARPENG/2010/33789,AJOY YADAV,ARP,PAPUM PARE,W
ARPENG00041,THE ARUNACHAL TIMES,दि अरूणाचल टाइम्स,40909.0,40909/ 89,ARUNACHAL TIMES PUBLICATIONS PVT LTD,ARP,PAPUM PARE/ ITANAGAR,D
ARPENG00103,SANMARG TIMES,nan,,nan,SANMARG PVT LTD,ARP,PAPUM PARE/ ITANAGAR,D
ASSENG00375,THE VOICE TIMES,nan,143179.0,ASSENG/2013/70624,ALOK DAS,ASS,CACHAR,D
ASSBEN00315,BARAK TIMES,nan,63046.0,63046/ 95,RAJU SAHA,ASS,CACHAR,F
ASSBEN00475,THE SILCHAR TIMES,दी सिल्चर टाइम्स,96854.0,ASSBEN/2008/24297,SUNALI NATH,ASS,CACHAR,W
ASSBEN00177,SILCHAR TIMES,nan,40982.0,40982/ 91,SANAT KUMAR KOIRI,ASS,CACHAR/ SILCHAR,D
ASSBEN00363,CACHAR TIMES,nan,32769.0,32769/ 77,BIJOY DEBNATH,ASS,CACHAR/ SILCHAR,TWW
ASSENG00096,THE NORTH EAST TIMES,nan,34014.0,34014/ 90,G.L.PUBLICATIONS LTD,ASS,GAUHATI,D
ASSENG00409,THE TIMES OF INDIA,द टाइम्स ऑफ़ इंडिया,130012.0,ASSENG/2014/57457,"BENNETT, COLEMAN & CO.LTD",ASS,GUWAHATI,D
ASSENG00497,THE HILLS TIMES,nan,159043.0,ASSENG/2023/86488,RAMESWAR CHAUHAN,ASS,GUWAHATI,D
ASSURD00005,RABTA TIMES,nan,130867.0,ASSURD/2014/58312,AYAAN PUBLICATION PVT. LTD.,ASS,GUWAHATI,D
ASSENG00331,GAUHATI LAW TIMES,गुआहाटी लॉ टाइम्स,100060.0,ASSENG/2009/27503,MOHAMMAD TAHIR FARIDI,ASS,GUWAHATI,M
ASSENG00380,GOOD TIMES,nan,125799.0,ASSENG/2012/53244,RAJAT DEORAH,ASS,GUWAHATI,M
ASSENG00408,THE SUNDAY TIMES OF INDIA,द संडे टाइम्स ऑफ़ इंडिया,130013.0,ASSENG/2014/57458,"BENNETT, COLEMAN & CO.LTD",ASS,GUWAHATI,W
ASSENG00361,ECLECTIC TIMES,इक्लेक्टिक टाइम्स,107991.0,ASSENG/2010/35434,ECLECTIC PUBLICATIONS PRIVATE LIMITED,ASS,KAMRUP,M
ASSNEP00021,SAPARIVAR TIMES,सपरिवार टाइम्स,100409.0,ASSNEP/2009/27852,HEMANTA KUMAR SAIKIA,ASS,KAMRUP (GUWAHATI),W
ASSENG00177,THE OIL FIELD TIMES,nan,61943.0,61943/ 95,M/S SANKHA PRESS PVT LTD,ASS,KAMRUP METROPOLITAN/ GUWAHATI,D
ASSENG00106,THE PRESENT TIMES,nan,40871.0,40871/ 88,SANKHA PRESS P. LTD,ASS,KAMRUP METROPOLITAN/ GUWAHATI,D
ASSENG00169,THE BRAHMAPUTRA TIMES,nan,53861.0,53861/ 94,JYOTI GOGOI,ASS,KAMRUP METROPOLITAN/ GUWAHATI,F
ASSENG00489,ASSAM LAW TIMES,nan,,nan,PARTHA PRATIM MEDHI,ASS,KAMRUP METROPOLITAN/ GUWAHATI,M
ASSENG00049,EVENT TIMES,nan,40870.0,40870/ 88,SRIANGO PRAKASH,ASS,KAMRUP METROPOLITAN/ GUWAHATI,W
ASSENG00163,THE BODOLAND TIMES,nan,53839.0,53839/ 93,PHUKAN CHANDRA BORO,ASS,KAMRUP METROPOLITAN/ GUWAHATI,W
ASSENG00239,THE HILLS TIMES,nan,85419.0,ASSENG/2000/12862,RAMESWAR CHAUHAN,ASS,KARBI ANGLONG/ DIPHU,D
ASSENG00034,THE DIPHU TIMES,nan,40979.0,40979/ 91,M/S HILLS ADVERTISING & PUBLICATION DIPHU,ASS,KARBI ANGLONG/ DIPHU,W
ASSENG00379,THE TIMES OF ASSAM,nan,119225.0,ASSENG/2012/46668,BHAKTI BRAHMA,ASS,KOKRAJHAR,D
BIHHIN01702,NAV BIHAR TIMES,नवबिहार टाइम्स,52290.0,52290/ 90,KAMAL KISHORE,BIH,AURANGABAD,D
BIHHIN11720,BEGUSARAI TIMES,nan,39539.0,39539/ 81,RADHA KRISHAN CHOUDHARY,BIH,BEGUSARAI,D
BIHHIN04073,BEGUSARAI TIMES,nan,26229.0,26229/ 73,RADHA KRISHAN CHOWDHERY,BIH,BEGUSARAI,W
BIHURD00832,QUAID E MILLAT TIMES,nan,152581.0,BIHURD/2020/80026,TASNIM KAUSAR,BIH,BHAGALPUR,D
BIHHIN04264,VIKRAMSHILA TIMES,nan,30900.0,30900/ 75,NARAYAN PRASAD T.,BIH,BHAGALPUR,F
BIHHIN00165,ANG TIMES,nan,30992.0,30992/ 76,RAYAZAT ALI HAIDER,BIH,BHAGALPUR,W
BIHHIN03764,ARVAN TIMES,nan,58994.0,58994/ 95,SURYA PRAKASH LAL,BIH,BHAGALPUR,W
BIHHIN00257,BABA TIMES,nan,44396.0,44396/ 86,SHIVAJI PATHAK,BIH,BHOJPUR,F
BIHURD00691,MALTI TIMES,nan,114250.0,BIHURD/2012/41693,RAGHUBAR LAL DAS,BIH,DARBHANGA,D
BIHURD00850,DARBHANGA TIMES,nan,,nan,MANSOOR KHUSHTER,BIH,DARBHANGA,D
BIHHIN04893,TIMES OF MITHILANCHAL,टाइम्स ऑफ़ मिथिलांचल,134006.0,BIHHIN/2009/61451,SANJAY BISWAS,BIH,DARBHANGA,F
BIHMAI00053,VIDYAPATI TIMES,विद्यापति टाइम्‍स,90247.0,BIHMAI/2005/17690,VINOD KUMAR,BIH,DARBHANGA,F
BIHHIN02702,UGNA TIMES,nan,44392.0,44392/ 87,LALIT KUMAR SUMAN,BIH,DARBHANGA,M
BIHHIN03138,SUBODH TIMES,nan,52276.0,52276/ 89,nan,BIH,GAYA,D
BIHHIN01366,LAXMAN TIMES,nan,52398.0,52398/ 91,nan,BIH,GAYA,W
BIHHIN03922,VISHWA VIPLAV TIMES,nan,67744.0,67744/ 97,ADITYA KUMAR,BIH,KATIHAR,F
BIHHIN01204,KATIHAR TIMES,nan,33291.0,33291/ 78,BASUDEO PRASAD,BIH,KATIHAR,F
BIHHIN11693,FARKIYA TIMES,nan,23659.0,23659/ 72,DINESH KUMER DEO,BIH,KHAGARIA,W
BIHHIN04923,SURJAPUR TIMES,सुरजापुर टाइम्स,102926.0,BIHHIN/2009/30369,TARACHAND DHANUKA,BIH,KISHANGANJ,W
BIHHIN04289,LAKHISARAI TIMES,लखीसराय टाइम्स,72817.0,BIHHIN/1999/00260,LAXMI PRASAD SINGH,BIH,LAKHISARAI,W
BIHHIN04177,MONGHYR TIMES,nan,26158.0,26158/ 73,JAGDISH KUMAR,BIH,MUNGER,M
BIHHIN04176,MONGHYR TIMES,nan,22192.0,22192/ 70,JAGDISH KUMAR DEEPAK,BIH,MUNGER,W
BIHBIH00007,DOLI TIMES,nan,44484.0,44484/ 88,RAMA SHANKAR CHAUDHARY,BIH,MUZAFARPUR,W
BIHHIN02651,TIRHUT TIMES,nan,44227.0,44227/ 85,CHANDER MOHAN SAHEY,BIH,MUZAFFARPUR,D
BIHHIN11759,YODHA TIMES,nan,61376.0,61376/ 93,ARUNKUMAR,BIH,MUZAFFARPUR,D
BIHHIN01601,MONA TIMES,nan,39744.0,39744/ 84,SURINDER PRASAD,BIH,MUZAFFARPUR,D
BIHHIN00907,HAJIPUR TIMES,nan,33356.0,33356/ 79,JEETU PASWAN,BIH,MUZAFFARPUR,D
BIHHIN11744,ANIWESH TIMES,अनिवेष टाइम्स,141197.0,BIHHIN/2016/68642,ANIWESH KUMAR,BIH,MUZAFFARPUR,D
BIHURD00718,HAKIKAT TIMES,nan,122640.0,BIHURD/2013/50085,SYED NAIYAR ALI WARSI,BIH,MUZAFFARPUR,D
BIHBIL00211,AL-HIND TIMES,nan,58983.0,58983/ 94,M JAVED HASAN,BIH,MUZAFFARPUR,M
BIHHIN05061,CHARAIVETI TIMES,nan,113977.0,BIHHIN/2012/41420,ANJANA DEVI,BIH,MUZAFFARPUR,M
BIHHIN02946,MONA TIMES,nan,52309.0,52309/ 91,nan,BIH,MUZAFFARPUR,TWW
BIHHIN02366,SANDEEP TIMES,संदीप टाइम्स,58977.0,58977/ 93,NAND KISHORE SRIVASTAVA,BIH,MUZAFFARPUR,W
BIHHIN03653,YASHODA TIMES,nan,58968.0,58968/ 94,AJAY KUMAR,BIH,MUZAFFARPUR,W
BIHHIN00131,AMBER TIMES,nan,58986.0,58986/ 93,PARAS NATH PRASAD,BIH,MUZAFFARPUR,W
BIHHIN03884,GLOBAL TENDER TIMES,nan,65838.0,65838/ 97,M.J.HASAN,BIH,MUZAFFARPUR,W
BIHHIN04132,HIMASIA TIMES,nan,26163.0,26163/ 74,JYOTI NARAYAN BHARATI,BIH,MUZAFFARPUR,W
BIHHIN11758,ABHIKA TIMES,nan,58978.0,58978/ 93,NOT GIVEN,BIH,MUZAFFARPUR,W
BIHHIN04121,GOPI TIMES,गोपी टाइम्स,44339.0,44339/ 85,RAM LAL AGARWAL,BIH,MUZZAFARPUR,D
BIHHIN00592,CHITRA GUPTA TIMES,nan,39693.0,39693/ 83,BIKAU MAHTO,BIH,MUZZAFFARPUR,D
BIHHIN04171,MEHTA TIMES,nan,39738.0,39738/ 84,TRIBHUWAN MEHTA,BIH,MUZZAFFARPUR,D
BIHURD00833,AL WATAN TIMES,अल वतन टाइम्स,151156.0,BIHURD/2019/78601,MOHAMMAD IQBAL SABA,BIH,NALANDA,D
BIHHIN01893,PAVAPURI TIMES,nan,52307.0,52307/ 90,BHOLA PRASAD PAHARI.,BIH,NALANDA,W
BIHURD00744,SAFA TIMES,सफा टाईम्स,129510.0,BIHURD/2014/56955,HABIBUR REHMAN,BIH,PASCHIM CHAMPARAN,D
BIHHIN04075,BETTIAH TIMES,nan,38797.0,38797/ 81,AFZAL QADRI & PARVEZ AKHTAR,BIH,PASHCHIM CHAMPARAN,M
BIHHIN11856,NABHAS TIMES,nan,,nan,ABHISHEK KUMAR DWIVEDI,BIH,PASHCHIM CHAMPARAN,M
BIHHIN05253,KAYAM TIMES,कायम टाईम्स,129366.0,BIHHIN/2014/56811,MD QAYAM UDDIN,BIH,PATNA,D
BIHHIN05287,LOKTANTRA TIMES,लोकतंत्र टाइम्स,133147.0,BIHHIN/2014/60592,MD. KHALID ANWAR,BIH,PATNA,D
BIHHIN02465,SHELENDRA VANI TIMES,nan,49140.0,49140/ 89,SHAILENDRA KUMAR,BIH,PATNA,D
BIHURD00816,RAJHAT TIMES,रजहत टाईम्स,143195.0,BIHURD/2017/70640,KHURSHIDA PERVEEN,BIH,PATNA,D
BIHHIN01031,JAN SAMOOH TIMES,nan,52310.0,52310/ 90,OM PRAKASH DEEP,BIH,PATNA,D
BIHHIN02110,RAVI BHUSHAN TIMES,nan,48976.0,48976/ 89,NATH SINGH,BIH,PATNA,D
BIHENG00545,THE TIMES OF INDIA,द टाइम्स ऑफ़ इंडिया,44374.0,44374/ 86,"BENNETT, COLEMAN & CO.LTD",BIH,PATNA,D
BIHBIL02446,DUMRA TIMES,nan,,nan,IMTEYAZ ALI KHAN,BIH,PATNA,D
BIHURD00754,QURRAH TIMES,कुर्रह टाइम्स,132303.0,BIHURD/2014/59748,SABITA SINGH,BIH,PATNA,D
BIHURD00771,AL WATAN TIMES,अल वतन टाइम्स,138209.0,BIHURD/2015/65654,MOHAMMAD IQBAL SABA,BIH,PATNA,D
BIHURD00796,LATIF TIMES,लतीफ़ टाईम्स,140873.0,BIHURD/2016/68318,SABRA KHATOON,BIH,PATNA,D
BIHHIN00736,D'SUZA TIMES,nan,52308.0,52308/ 88,M.R. D'SOUZA,BIH,PATNA,D
BIHHIN01876,PATLIPUTRA TIMES,nan,39504.0,39504/ 82,NEERAJ NEWSPAPERS ASSOCIATION PVT LTD,BIH,PATNA,D
BIHENG00569,PATNA TIMES OF INDIA,पटना टाइम्स ऑफ़ इंडिया,78791.0,BIHENG/2002/06234,"BENNETT, COLEMAN & CO.LTD",BIH,PATNA,D
BIHHIN01017,JAGRITI TIMES,जागृति टाइम्‍स,44293.0,44293/ 85,SANJAY KUMAR SINGH,BIH,PATNA,D
BIHENG00532,HINDUSTAN TIMES,हिंदुस्तान टाइम्स,44352.0,44352/ 86,HT MEDIA LTD,BIH,PATNA,D
BIHENG00637,THE ECONOMIC TIMES,द इकनोमिक टाइम्स,129424.0,BIHENG/2014/56869,"BENNETT, COLEMAN & CO.LTD",BIH,PATNA,D
BIHHIN04863,NAVBHARAT TIMES,nan,44373.0,44373/ 86,"BENNETT, COLEMAN & CO.LTD",BIH,PATNA,D
BIHHIN04198,PATLIPUTRA TIMES,nan,44212.0,44212/ 85,NEERAJ NEWSPAPER (P) LTD.,BIH,PATNA,D
BIHENG00161,THE LABOUR TIMES,nan,13091.0,13091/ 66,DHIRENDRA NATH VERMA,BIH,PATNA,F
BIHENG00393,UNIVERSITY TIMES,nan,4233.0,4233/ 63,DHIRENDRA NATH VERMA,BIH,PATNA,F
BIHHIN03495,KAPURI TIMES,nan,52474.0,52474/ 92,SADANAND PARSHAD,BIH,PATNA,F
BIHHIN04282,ASIAN TIMES,nan,72587.0,BIHHIN/1999/00030,JEBA TASLIM,BIH,PATNA,F
BIHBIL00328,HEALTH & ENVIRONMENT TIMES,nan,111475.0,BIHBIL/2011/38918,RAJESH KUMAR SINHA,BIH,PATNA,M
BIHHIN05152,SUNAMI TIMES,nan,124896.0,BIHHIN/2013/52341,SEEMA DEVI,BIH,PATNA,M
BIHBIL00332,THE MEDIA TIMES,nan,115638.0,BIHBIL/2012/43081,ANITA JHA,BIH,PATNA,M
BIHHIN11735,JAN PRAHARI TIMES,जन प्रहरी टाइम्स,142115.0,BIHHIN/2016/69560,SHYAM NATH SINGH,BIH,PATNA,M
BIHHIN05003,GHATNA CHAKRA TIMES,nan,116748.0,BIHHIN/2012/44191,SHASHI KIRAN,BIH,PATNA,M
BIHHIN05219,TIMES TO TIMES,टाइम्स टू टाइम्स,137378.0,BIHHIN/2015/64823,MANOJ KUMAR,BIH,PATNA,M
BIHBIL00319,KEWAL SACH TIMES,nan,121807.0,BIHBIL/2011/49252,BRAJESH MISHRA,BIH,PATNA,M
BIHENG00575,SUNDAY HINDUSTAN TIMES,संडे हिंदुस्तान टाइम्स,79914.0,BIHENG/2002/7357,HT MEDIA LTD,BIH,PATNA,W
BIHENG00638,THE ECONOMIC TIMES MAGAZINE,द इकनोमिक टाइम्स मैगजीन,129453.0,UR,"BENNETT, COLEMAN & CO.LTD",BIH,PATNA,W
BIHHIN00188,ANURADHA TIMES,nan,49029.0,49029/ 89,VINOD PRASAD SINGH,BIH,PATNA,W
BIHHIN01887,PATNA TIMES,nan,12320.0,12320/ 66,PATNA TIMES PUBLICATION (P) LTD.,BIH,PATNA,W
BIHHIN01425,MADHUYOG TIMES,nan,52294.0,52294/ 89,SHRI YOGENDRA SHAH,BIH,PATNA,W
BIHENG00642,THE ECONOMIC TIMES ON SATURDAY,द इकनोमिक टाइम्स ओन सैटरडे,129190.0,BIHENG/2014/56635,"BENNETT, COLEMAN & CO.LTD",BIH,PATNA,W
BIHURD00394,SECULAR TIMES,सेक्युलर टाइम्स,44381.0,44381/ 86,MOHD REHAN,BIH,PATNA,W
BIHHIN04113,JAGRITI TIMES,जागृति टाइम्‍स,52365.0,52365/ 90,SANJAY KUMAR SINGH,BIH,PATNA,W
BIHHIN02665,TRILOK TIMES,nan,52403.0,52403/ 89,SHASHI KANT,BIH,PATNA,W
BIHHIN02671,THRISHNA TIMES,nan,52425.0,52425/ 89,DEEPA GUPTA,BIH,PATNA,W
BIHHIN02841,YODHA TIMES,nan,49122.0,49122/ 89,MUNNA SINGH,BIH,PATNA,W
BIHENG00482,THE SUNDAY TIMES OF INDIA,द संडे टाइम्स ऑफ़ इंडिया,52438.0,52438/ 92,BENNETT COLEMAN & COMPANY LIMITED,BIH,PATNA,W
BIHHIN04106,DAVANTI TIMES,nan,49114.0,49114/ 89,SARITA KUMARI,BIH,PATNA,W
BIHHIN00867,GHANSHYAMPUR TIMES,nan,49100.0,49100/ 89,KISHORI PRASAD SINGH,BIH,PATNA,W
BIHHIN01445,MAHABIR BIHAR TIMES,महाबीर बिहार टाइम्स,39736.0,39736/ 83,GANESH PRASAD,BIH,PATNA,W
BIHHIN02054,RAJAPUR TIMES,nan,49002.0,49002/ 89,RAKESH KUMAR,BIH,PATNA,W
BIHHIN02443,SORABH SUNNY TIMES,nan,49127.0,49127/ 89,SANTOSH KUMAR,BIH,PATNA,W
BIHHIN02817,VIVARAN TIMES,nan,52274.0,52274/ 90,ARUN KUMAR SINGH,BIH,PATNA,W
BIHENG00595,FINANCIAL TIMES OF INDIA,फाइनेंसियल टाइम्स ऑफ इंडिया,92253.0,BIHENG/2007/19696,M\S TIMES PUBLISHING HOUSE LTD,BIH,PATNA,W
BIHHIN05410,SAMKALEEN DINMAAN TIMES,समकालीन दिनमान टाइम्स,79558.0,BIHHIN/2002/07001,MIRZA ASAD BAIG,BIH,PATNA,W
BIHHIN02933,BANTI DEEP MALA TIMES,बनती दीप माला टाइम्स,52313.0,52313/ 90,MALA KUMARI,BIH,PATNA,W
BIHHIN02192,SUNIL TIMES,nan,49072.0,49072/ 89,SUNIL KUMAR,BIH,PATNA,W
BIHHIN01599,MOHAN TIMES,nan,44497.0,44497/ 88,AMRESH CHOUDHARY,BIH,PATNA,W
BIHHIN00908,HAFIZ TIMES,nan,52268.0,52268/ 87,HAFIJURAHMAN,BIH,PATNA,W
BIHURD00662,NAUJAWAN TIMES,nan,28406.0,28406/ 74,SYED FASIHUDDIN,BIH,PATNA,W
BIHENG00494,CAREER & COMPETITION TIMES,nan,58963.0,58963/ 94,"BENNETT, COLEMAN & CO.LTD",BIH,PATNA,W
BIHURD00083,BIHAR YOUNG TIMES,nan,44219.0,44219/ 84,REHANA KHATOON,BIH,PATNA,W
BIHURD00667,AZIMABAD TIMES,nan,33491.0,33491/ 79,Z A NOMANI & SYED MOHD ASIF,BIH,PATNA,W
BIHHIN04663,RAXAUL TIMES,nan,28356.0,28356/ 75,UMASHANKAR ANUJ,BIH,PURBA CHAMPARAN,W
BIHHIN04260,UTTAR BIHAR TIMES,nan,38774.0,38774/ 81,ABINASH CHANDRA VERMA,BIH,PURBA CHAMPARAN/ MOTIHARI,F
BIHHIN04987,JAGRITI TIMES,जागृति टाइम्स,106813.0,BIHHIN/2010/34256,SANJAY KUMAR SINGH,BIH,PURNIA,D
BIHHIN11911,DEHRI TIMES,nan,,nan,IRFAN QURAISHI,BIH,ROHTAS,D
BIHBIL02448,KADAK VIHAR TIMES,कड़क विहार टाइम्स,160252.0,BIHBIL/2023/87697,DEEPAK KUMAR RAI,BIH,ROHTAS,D
BIHHIN11946,SASARAM TIMES,nan,,nan,SATYAM PATEL,BIH,ROHTAS,M
BIHHIN05132,SANDHYA SHERSHAH TIMES,nan,122456.0,BIHHIN/2013/49901,DHRUB BIHARI AGARWAL,BIH,ROHTAS,TWW
BIHHIN02088,RANJANA TIMES,nan,49023.0,49023/ 89,RANJANA SINGH,BIH,SAHARSA,D
BIHHIN01292,KOSI TIMES,nan,23740.0,23740/ 73,SHAMBHULAL AGARWAL,BIH,SAHARSA,F
BIHHIN02325,SAMASTIPUR TIMES,nan,39579.0,39579/ 82,VISHWANATH PRASAD SINGH,BIH,SAMASTIPUR,D
BIHHIN04406,KIRANJAY TIMES,nan,76164.0,BIHHIN/2001/03607,AJAY KUMAR SINHA,BIH,SAMASTIPUR,M
BIHHIN02407,SARAISA TIMES,nan,28378.0,28378/ 75,NAGENDRA NATH CHOWDHARY,BIH,SAMASTIPUR,W
BIHHIN03725,SERAI KI TIMES,nan,62742.0,62742/ 95,KRISHAN LAL KATHURIA,BIH,SAMASTIPUR,W
BIHHIN04144,JHANJHAT TIMES,nan,52427.0,52427/ 91,R.K.ROY,BIH,SAMASTIPUR,W
BIHHIN03571,DEV NANDAN NUTAN TIMES,nan,61842.0,61842/ 94,DEVNANDAN RAI,BIH,SAMASTIPUR,W
BIHHIN04147,JIRADEI TIMES,nan,52480.0,52480/ 93,VISHWAS KISHORE,BIH,SARAN,D
BIHHIN02939,JIRA DEI TIMES,nan,52269.0,52269/ 90,VISHWAS KISHOR,BIH,SARAN,W
BIHHIN01845,PARSA TIMES,nan,52397.0,52397/ 90,KUMAR ANAND BIHARI PRASAD,BIH,SARAN,W
BIHHIN01074,JANKI TIMES,nan,48979.0,48979/ 89,HARINARAYAN PRASAD,BIH,SITAMARHI,D
BIHHIN04251,SATYA PRAN TIMES,nan,52411.0,52411/ 91,BHOLE RAMAN DIWAKAR,BIH,SITAMARHI,W
BIHURD00033,ALIGANJ TIMES,nan,38331.0,38331/ 80,SHAMSHAD ALI KHAN YAQUBI,BIH,SIWAN,M
BIHURD00592,SIWAN TIMES,nan,33508.0,33508/ 79,SYED ARIF HASNAIN,BIH,SIWAN,W
BIHHIN00899,GORAUL TIMES,nan,44340.0,44340/ 86,RAM NATH VIDROHI,BIH,VAISHALI,F
BIHHIN04162,LICHHAVI TIMES,लिच्छवी टाइम्स,31218.0,31218/ 75,A.H. NOMANI,BIH,VAISHALI,W
CHAENG01153,TOBACCO FREE TIMES,nan,,nan,DR SONU GOEL,CHA,CHANDIGARH,BM
CHAENG01023,THE TIMES OF INDIA,द टाइम्स ऑफ़ इंडिया,125345.0,CHAENG/2013/52790,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,D
CHAENG01135,CHANDIGARH TIMES OF INDIA,nan,148899.0,CHAENG/2018/76344,BENNETT COLEMAN AND CO LTD,CHA,CHANDIGARH,D
CHAENG00960,HINDUSTAN TIMES,हिंदुस्तान टाइम्स,118245.0,CHAENG/2011/45688,HT MEDIA LTD,CHA,CHANDIGARH,D
CHAENG01063,SUPPLEMENT TO THE HINDUSTAN TIMES,nan,22.0,22/ 57,DEVDAS GANDHI,CHA,CHANDIGARH,D
CHAENG01055,LUDHIANA TIMES OF INDIA,लुधियाना टाइम्स ऑफ़ इंडिया,145682.0,CHAENG/2017/73127,BENNETT COLEMAN AND CO LTD,CHA,CHANDIGARH,D
CHAENG01008,THE GROTAL TIMES,nan,118653.0,CHAENG/2012/46096,ANURADHA BAKSHI,CHA,CHANDIGARH,D
CHAENG01134,E TIMES,nan,150499.0,CHAENG/2018/77944,BENNETT COLEMAN AND CO LTD,CHA,CHANDIGARH,D
CHAHIN00386,SAAMNA TIMES,nan,124601.0,CHAHIN/2013/52046,SHIV DARSHAN PRAKASHAN,CHA,CHANDIGARH,D
CHAENG00879,THE ECONOMIC TIMES,nan,97145.0,CHAENG/2008/24588,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,D
CHAHIN00388,DAINIK SAVERA TIMES,nan,124835.0,CHAHIN/2013/52280,SHITAL KUMAR VIJ,CHA,CHANDIGARH,D
CHAENG01090,CRIMINAL LAW TIMES,nan,28257.0,28257/ 74,M. SURI,CHA,CHANDIGARH,F
CHAHIN00175,NUPUR TIMES,nan,66181.0,66181/ 96,VEENA DHHINGRA,CHA,CHANDIGARH,F
CHAHIN00303,SUNNY TIMES,सन्नी टाइम्स,92504.0,CHAHIN/2007/19947,DALJIT SINGH,CHA,CHANDIGARH,F
CHAENG00354,LAHORE LAW TIMES,लाहौर लॉ टाइम्स,179.0,179/ 57,VINOD KUMAR SURI,CHA,CHANDIGARH,M
CHABIL00079,ALLAHABAD LAW TIMES,इलाहाबाद लॉ टाइम्स,178.0,178/ 57,BINOD KUMAR SURI,CHA,CHANDIGARH,M
CHAENG00606,THE MISSILE TIMES,nan,71939.0,71939/ 99,PARMESHWARI DEVI,CHA,CHANDIGARH,M
CHAHIN00436,SATLVI EDUCATIONAL TIMES,nan,34211.0,34211/ 77,PRITAM SINGH,CHA,CHANDIGARH,M
CHAENG00564,FITNESS TIMES,nan,70294.0,70294/ 99,RAMA HEALTH CARE LTD,CHA,CHANDIGARH,M
CHAMUL00171,THE WRITE TIMES,द राईट टाइम्स,139111.0,CHAMUL/2016/66556,RAJNI KHORANA,CHA,CHANDIGARH,M
CHAENG01022,SUNDAY TIMES OF INDIA,संडे टाइम्स ऑफ़ इंडिया,125296.0,CHAENG/2013/52741,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,W
CHAENG00878,THE ECONOMIC TIMES ON SUNDAY,द इक्‍नोमिक्‍स टाइम्‍स ऑन संडे,99264.0,CHAENG/2008/26707,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,W
CHAENG00847,THE ECONOMIC TIMES ON SATURDAY,nan,99235.0,CHAENG/2008/26678,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,W
CHAENG00970,MY TIMES OF SHIMLA,nan,110522.0,CHAENG/2010/37965,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,W
CHAENG01036,THE ECONOMIC TIMES MAGAZINE,द इकनोमिक टाइम्स मैगजीन,129615.0,CHAENG/2014/57060,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,W
CHAENG00054,CHANDIGARH TIMES WEEKLY,चंडीगढ़ टाइम्स वीकली,40424.0,40424/ 82,C.L.CHAUDHARY,CHA,CHANDIGARH,W
CHAENG00211,INTERNATIONAL TIMES,nan,18071.0,18071/ 69,T C MITTAL,CHA,CHANDIGARH,W
CHAHIN00031,CHANDIGARH TIMES,चंडीगढ़ टाइम्स,42371.0,42371/ 85,C.L.CHAUDHARY,CHA,CHANDIGARH,W
CHAHIN00353,TRANSPORT TIMES,ट्रांसपोर्ट टाइम्स,108221.0,CHAHIN/2010/35664,MOHINDER SINGH WALIA,CHA,CHANDIGARH,W
CHAENG00969,MY TIMES OF JALANDHAR,nan,110672.0,CHAENG/2010/38115,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,W
